string,int,int,int,,,string,,,,,string,string,string,float,float,float,,,int,float,float,float,float,int,int,int,int,int,int,int,int[3],int[3],int,int,,int,float,int,int;int,rate;rate,,,,rate,,,,,int,int,int,int,int,int,int,rate,int,rate,int,,int,,,,,,,,,,,,,,,bool,,
妖蜂,7014,606,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,51,27703,969,192,315,256,472,"0,0,0","120,120,120,",3580,0,0,4,0.4,51,2006;2026;2046;2066;2206;2226;2246;2266;2406;2426;2446;2466;2606;2626;2646;2666;6046;6047;7510;7610;7810;7710;8101;8104;7401;10006;10026;10046;10066;10086;10106;10126;10146;10206;10226;10246;10266;10406;10426;10446;10466;10606;10626;10646;10666;10806;10826;10846;10866;11226;11227;11228;11229;11230;11006,0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.0025;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1501,0.005,,,7206,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon035,,0,,,0,0,Bip01,linghun
噬脑虫,7015,327,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,52,28688,995,196,324,264,487,"0,0,0","122,122,122,",3701,0,0,4,0.4,52,86;106;126;146;6;26;46;66;6046;6047;7510;7610;7810;7710;8101;8104;7401;10006;10026;10046;10066;10086;10106;10126;10146;10206;10226;10246;10266;10406;10426;10446;10466;10606;10626;10646;10666;10806;10826;10846;10866;11226;11227;11228;11229;11230;11006,0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.0025;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1501,0.005,,,7206,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon027,,0,,,0,0,Bip01,linghun
毒丝蛛妖,7016,605,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,54,30718,1048,206,344,278,516,"0,0,0","126,126,126,",3949,0,0,4,0.4,54,86;106;126;146;6;26;46;66;6046;6047;7510;7610;7810;7710;8101;8104;7401;10006;10026;10046;10066;10086;10106;10126;10146;10206;10226;10246;10266;10406;10426;10446;10466;10606;10626;10646;10666;10806;10826;10846;10866;11226;11227;11228;11229;11230;11006,0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.0025;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1501,0.005,,,7206,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon011,,0,,,0,0,Bip01,linghun
赤毒咒蝎,7017,475,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,55,31764,1075,211,354,286,532,"0,0,0","128,128,128,",4076,0,0,4,0.4,55,2006;2026;2046;2066;2206;2226;2246;2266;2406;2426;2446;2466;2606;2626;2646;2666;6046;6047;7510;7610;7810;7710;8101;8104;7401;10006;10026;10046;10066;10086;10106;10126;10146;10206;10226;10246;10266;10406;10426;10446;10466;10606;10626;10646;10666;10806;10826;10846;10866;11226;11227;11228;11229;11230;11006,0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.0025;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1501,0.005,,,7206,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon175,,0,,,0,0,Bip01,linghun
魁猪妖兽,7018,321,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,56,32830,1102,215,365,293,547,"0,0,0","130,130,130,",4205,0,0,4,0.4,56,2006;2026;2046;2066;2206;2226;2246;2266;2406;2426;2446;2466;2606;2626;2646;2666;2007;2027;2047;2067;2207;2227;2247;2267;2407;2427;2447;2467;2607;2627;2647;2667;6046;6047;7510;7610;7810;7710;8101;8104;7401;10006;10026;10046;10066;10086;10106;10126;10146;10206;10226;10246;10266;10406;10426;10446;10466;10606;10626;10646;10666;10806;10826;10846;10866;11226;11227;11228;11229;11230;11005,0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.0025;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1501,0.005,,,7206,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon021,,0,,,0,0,Bip01,linghun
妖塔石精,7019,362,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,57,33918,1129,220,375,301,563,"0,0,0","132,132,132,",4336,0,0,4,0.4,57,86;106;126;146;6;26;46;66;87;107;127;147;7;27;47;67;6046;6047;7510;7610;7810;7710;8101;8104;7401;10006;10026;10046;10066;10086;10106;10126;10146;10206;10226;10246;10266;10406;10426;10446;10466;10606;10626;10646;10666;10806;10826;10846;10866;11226;11227;11228;11229;11230;11006,0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.0025;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1501,0.005,,,,60,,,,,,,,,monster,3,,,,,20,,0,pic_mon062,,0,,,0,0,Bip01,linghun
雷霆山臊,7020,917,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,59,36156,1185,230,397,316,595,"0,0,0","136,136,136,",4604,0,0,4,0.4,59,86;106;126;146;6;26;46;66;87;107;127;147;7;27;47;67;6046;6047;7510;7610;7810;7710;8101;8104;7401;10006;10026;10046;10066;10086;10106;10126;10146;10206;10226;10246;10266;10406;10426;10446;10466;10606;10626;10646;10666;10806;10826;10846;10866;11226;11227;11228;11229;11230;11006,0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.0025;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1501,0.005,,,7206,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon502c,,0,,,0,0,Bip01,linghun
魔血貌牛,7021,618,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,60,37307,1214,236,408,324,612,"0,0,0","138,138,138,",4741,0,0,4,0.4,60,87;107;127;147;7;27;47;67;6046;6047;7510;7610;7810;7710;8101;8104;7401;10006;10026;10046;10066;10086;10106;10126;10146;10206;10226;10246;10266;10406;10426;10446;10466;10606;10626;10646;10666;10806;10826;10846;10866;11231;11232;11233;11234;11235;11007,0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.0025;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1501,0.005,,,7207,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon148,,0,,,0,0,Bip01,linghun
血煞鲛,7022,608,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,61,38480,1243,241,419,332,629,"0,0,0","140,140,140,",4880,0,0,4,0.4,61,2007;2027;2047;2067;2207;2227;2247;2267;2407;2427;2447;2467;2607;2627;2647;2667;6046;6047;7510;7610;7810;7710;8101;8104;7401;10007;10027;10047;10067;10087;10107;10127;10147;10207;10227;10247;10267;10407;10427;10447;10467;10607;10627;10647;10667;10807;10827;10847;10867;11231;11232;11233;11234;11235;11007,0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.0025;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1501,0.005,,,7207,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon037,,0,,,0,0,Bip01,linghun
魂霜玄龟,7023,629,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,62,39674,1272,246,430,340,646,"0,0,0","142,142,142,",5021,0,0,4,0.4,62,87;107;127;147;7;27;47;67;6046;6047;7510;7610;7810;7710;8101;8104;7401;10006;10026;10046;10066;10086;10106;10126;10146;10206;10226;10246;10266;10406;10426;10446;10466;10606;10626;10646;10666;10806;10826;10846;10866;11231;11232;11233;11234;11235;11007,0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.0025;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1501,0.005,,,,60,,,,,,,,,monster,3,,,,,20,,0,pic_mon162,,0,,,0,0,Bip01,linghun
暗血鲛,7024,631,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,64,42128,1331,256,454,357,681,"0,0,0","146,146,146,",5309,0,0,4,0.4,64,87;107;127;147;7;27;47;67;6046;6047;7510;7610;7810;7710;8101;8104;7401;10006;10026;10046;10066;10086;10106;10126;10146;10206;10226;10246;10266;10406;10426;10446;10466;10606;10626;10646;10666;10806;10826;10846;10866;11231;11232;11233;11234;11235;11007,0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.0025;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1501,0.005,,,7207,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon164,,0,,,0,0,Bip01,linghun
骨盾蟹,7025,632,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,65,43389,1361,262,466,365,699,"0,0,0","148,148,148,",5456,0,0,4,0.4,65,2007;2027;2047;2067;2207;2227;2247;2267;2407;2427;2447;2467;2607;2627;2647;2667;6046;6047;7510;7610;7810;7710;8101;8104;7401;10007;10027;10047;10067;10087;10107;10127;10147;10207;10227;10247;10267;10407;10427;10447;10467;10607;10627;10647;10667;10807;10827;10847;10867;11231;11232;11233;11234;11235;11007,0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.0025;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1501,0.005,,,,60,,,,,,,,,monster,3,,,,,20,,0,pic_mon168,,0,,,0,0,Bip01,linghun
月云兔精射手,7026,636,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,66,44671,1392,267,478,374,717,"0,0,0","150,150,150,",5605,0,0,4,0.4,66,,,0,2,1,0.2,0.02,0,1501,0.005,,,7207,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon038,,0,,,0,0,Bip01,linghun
火灵妖,7027,812,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,67,45976,1422,273,490,382,736,"0,0,0","152,152,152,",5756,0,0,4,0.4,67,,,0,2,1,0.2,0.02,0,1501,0.005,,,7207,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon502d,,0,,,0,0,Bip01,linghun
棍仗月云兔精,7028,339,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,69,48655,1485,284,516,400,774,"0,0,0","156,156,156,",6064,0,0,4,0.4,69,,,0,2,1,0.2,0.02,0,1501,0.005,,,7207,60,3,,,,,,,,monster,3,,,,,20,,0,mon039,,0,,,0,0,Bip01,linghun
白牡丹花妖,7029,628,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,70,50028,1516,289,528,409,793,"0,0,0","158,158,158,",6221,0,0,4,0.4,70,,,0,2,1,0.2,0.02,0,1501,0.005,,,,60,,,,,,,,,monster,3,,,,,20,,0,pic_mon143,,0,,,0,0,Bip01,linghun
怒灵虎人,7030,411,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,71,51425,1548,295,542,418,813,"0,0,0","160,160,160,",6380,0,0,4,0.4,71,,,0,2,1,0.2,0.02,0,1501,0.005,,,7208,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon112,,0,,,0,0,Bip01,linghun
火灵妖兽,7031,813,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,72,52844,1581,301,555,427,833,"0,0,0","162,162,162,",6541,0,0,4,0.4,72,,,0,2,1,0.2,0.02,0,1501,0.005,,,7208,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon503c,,0,,,0,0,Bip01,linghun
怒灵女虎人,7032,412,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,74,55754,1646,312,582,445,873,"0,0,0","166,166,166,",6869,0,0,4,0.4,74,,,0,2,1,0.2,0.02,0,1501,0.005,,,7208,60,3,,,,,,,,monster,3,,,,,20,,0,pic_mon111,,0,,,0,0,Bip01,linghun
火灵焚兽,7033,814,1,0,,,,,,,,,,160,150,525,100,0,0,0,40,50,0.75,75,57244,1680,318,596,455,894,"0,0,0","168,168,168,",7036,0,0,4,0.4,75,,,0,2,1,0.2,0.02,0,1501,0.005,,,,60,,,,,,,,,monster,3,,,,,20,,0,pic_mon503b,,0,,,0,0,Bip01,linghun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地穴魔蛛,8001,6001,1,0,,,,"-2685,-26465,4;",蜘蛛洞穴,首领,,,,150,250,525,100,0,6004,100,50,80,0.75,15,41000,249,56,150,63,104,"0,0,140","48,48,48,",1390,0,0,20,0.4,15,82;102;122;142;2;22;42;62;2002;2022;2042;2062;2202;2222;2242;2262;2402;2422;2442;2462;2602;2622;2642;2662;4001;4002;4021;4022;4301;4302;4321;4322;4341;4342;6003;6004;8101;8104;8101;8104;11601;11602;11603;11604;11301;11302,0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;0.15;1;1;1;1;0.5;0.5;0.01;0.01;0.01;0.01;0.01;0.01,0,2,1,1,0.3,0,,,,,7232,300,10,,,,,,,,monster,3,,,,,1800,,1,pic_mon011,,0,,,0,0,Bip01,linghun
鬼魅,8002,6002,1,0,,,,"-11045,-25250,126;",五回洞,首领,,,,150,250,525,100,0,6005;6006,100;50,60,80,0.65,25,68000,918,87,200,131,119,"0,0,408","68,68,68,",2840,0,0,45,0.4,25,83;103;123;143;3;23;43;63;2003;2023;2043;2063;2203;2223;2243;2263;2223;2423;2443;2463;2603;2623;2643;2663;4002;4003;4022;4023;4302;4303;4322;4323;4342;4343;6003;6004;8101;8104;8101;8104;11605;11606;11607;11303;11304;11305,0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;1;1;1;1;0.5;0.5;0.01;0.01;0.01;0.01;0.01;0.01,0,2,1,1,0.3,0,,,,,7233,300,10,,,,,,,,monster,3,,,,,1800,,1,pic_mon118,,0,,,0,0,Bip01,linghun
九尾妖狐,8003,6003,1,0,,,,"-19145,-24975,2;",不夜洞,首领,,,,150,250,525,100,0,6001;6003,100;50,60,80,0.75,35,145000,598,124,300,156,273,"800,0,0","88,88,88,",4790,0,0,60,0.4,35,84;104;124;144;4;24;44;64;2004;2024;2044;2064;2204;2224;2244;2264;2224;2424;2444;2464;2604;2624;2644;2664;4003;4004;4023;4024;4303;4304;4323;4324;4343;4344;6005;6006;8101;8104;8103;8106;11608;11609;11610;11611;11306;11307;11308,0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;1;1;1;1;0.5;0.5;0.01;0.01;0.01;0.01;0.01;0.01;0.01,0,2,1,1,0.3,0,1801,0.05,,,7234,300,10,,,,,,,,monster,3,,,,,1800,,1,pic_mon144d,,0,,,0,0,Bip01,linghun
腾云飞廉,8004,6004,1,0,,,,"-9325,-17365,106;",腾云窟,首领,,,,150,250,525,100,0,6007;6008,100;100,60,80,0.75,40,181000,705,143,450,185,329,"0,1200,0","98,98,98,",5950,0,0,60,0.4,40,84;104;124;144;4;24;44;64;2004;2024;2044;2064;2204;2224;2244;2264;2224;2424;2444;2464;2604;2624;2644;2664;4003;4004;4023;4024;4303;4304;4323;4324;4343;4344;6005;6006;8101;8104;8103;8106;11612;11613;11614;11306;11307;11308,0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;1;1;1;1;0.5;0.5;0.01;0.01;0.01;0.01;0.01;0.01,0,2,1,1,0.3,0,1802,0.05,,,7234,300,10,,,,,,,,monster,3,,,,,1800,,1,pic_mon500a,,0,,,0,0,Bip01,linghun
撼地山臊,8005,6005,1,0,,,,"-2685,-18805,3;",万象窟,首领,,,,150,250,525,100,0,6010;6009,100;100,60,80,0.5,45,333000,2565,165,500,216,1800,"0,0,0","108,108,108,",7240,0,0,60,0.4,45,85;105;125;145;5;25;45;65;2005;2025;2045;2065;2205;2225;2245;2265;2225;2425;2445;2465;2605;2625;2645;2665;4004;4005;4024;4025;4304;4305;4324;4325;4344;4345;6005;6006;8101;8104;8103;8106;11615;11616;11617;11618;11309;11310;11311,0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;1;1;1;1;0.5;0.5;0.01;0.01;0.01;0.01;0.01;0.01;0.01,0,2,1,1,0.3,0,1803,0.05,,,7234,300,10,,,,,,,,monster,3,,,,,1800,,1,pic_mon502a,,0,,,0,0,Bip01,linghun
毒丝蛛王,8006,6001,1,0,,,,"5345,-28815,190;",镇妖塔一层,首领,,,Npc8006,150,250,525,100,0,6139;6140;,0;0;,50,80,0.75,56,328000,1102,215,230,293,547,"0,0,1000","130,130,130,",10510,0,0,100,0.4,56,86;106;126;146;6;26;46;66;2006;2026;2046;2066;2206;2226;2246;2266;2226;2426;2446;2466;2606;2626;2646;2666;4005;4006;4025;4026;4305;4306;4325;4326;4345;4346;6005;6006;8101;8104;8103;8106;11619;11620;11621;11312;11313;11314,0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;1;1;1;1;0.5;0.5;0.01;0.01;0.01;0.01;0.01;0.01,0,2,1,1,0.3,0,,,,,7235,300,10,,,,,,,,monster,3,,,,,1800,,1,pic_mon011,,0,,,0,0,Bip01,linghun
风暴山臊,8007,913,1,0,,,,"22625,-31090,239;",镇妖塔二层,首领,,,Npc8007,150,250,525,100,0,6141;6142;6123;6124;,0;0;100;100;,50,80,0.75,61,384000,1243,241,830,332,629,"0,0,0","140,140,140,",12200,0,0,140,0.4,61,87;107;127;147;7;27;47;67;2007;2027;2047;2067;2207;2227;2247;2267;2227;2427;2447;2467;2607;2627;2647;2667;4006;4007;4026;4027;4306;4307;4326;4327;4346;4347;6005;6006;8101;8104;8103;8106;11622;11623;11624;11625;11315;11316;11317,0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;1;1;1;1;0.5;0.5;0.01;0.01;0.01;0.01;0.01;0.01;0.01,0,2,1,1,0.3,0,,,,,7236,300,10,,,,,,,,monster,3,,,,,1800,,1,pic_mon502b,,0,,,0,0,Bip01,linghun
碧浪迎风鲛,8008,459,1,0,,,,"32025,-29400,126;",镇妖塔三层,首领,,,Npc8008,150,250,525,100,0,6143;6144;,0;0;,50,80,0.75,66,446000,1392,267,350,374,717,"1200,0,0","150,150,150,",14010,0,0,180,0.4,66,87;107;127;147;7;27;47;67;2007;2027;2047;2067;2207;2227;2247;2267;2227;2427;2447;2467;2607;2627;2647;2667;4006;4007;4026;4027;4306;4307;4326;4327;4346;4347;6005;6006;8101;8104;8103;8106;11626;11627;11628;11315;11316;11317,0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;1;1;1;1;0.5;0.5;0.01;0.01;0.01;0.01;0.01;0.01,0,2,1,1,0.3,0,,,,,7236,300,10,,,,,,,,monster,3,,,,,1800,,1,pic_mon159,,0,,,0,0,Bip01,linghun
月云兔精拳圣,8009,722,1,0,,,,"43300,-26925,62;",镇妖塔四层,首领,,,,150,250,525,100,0,0,0,50,80,0.75,71,514000,1548,295,1080,418,813,"0,0,0","160,160,160,",15950,0,0,220,0.4,71,,,0,2,1,1,0.3,0,,,,,7237,300,10,,,,,,,,monster,3,,,,,1800,,1,pic_mon165,,0,,,0,0,Bip01,linghun
紫极怒兽,8010,815,1,0,,,,"54270,-29120,130;",镇妖塔五层,首领,,,,150,250,525,100,0,0,0,50,80,0.75,76,587000,1713,324,1220,464,915,"0,0,0","170,170,170,",18010,0,0,260,0.4,76,,,0,2,1,1,0.3,0,,,,,7237,300,10,,,,,,,,monster,3,,,,,1800,,1,pic_mon157,,0,,,0,0,Bip01,linghun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
潜入山门的小妖,9000,343,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,1,330,20,20,14,20,32,"0,0,0","20,20,20,",0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,monster,3,,,,,20,,0,pic_mon043,,0,,,0,0,Bip01,linghun
潜入山门的小妖,9001,445,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,1,330,20,20,14,20,32,"0,0,0","20,20,20,",0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,monster,3,,,,,20,,0,pic_mon144c,,0,,,0,0,Bip01,linghun
潜入山门的小妖,9002,301,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,1,330,20,20,14,20,32,"0,0,0","20,20,20,",0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,monster,3,,,,,20,,0,pic_mon002,,0,,,0,0,Bip01,linghun
潜入山门的小妖,9003,354,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,1,330,20,20,14,20,32,"0,0,0","20,20,20,",0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,monster,3,,,,,20,,0,pic_mon502d,,0,,,0,0,Bip01,linghun
潜入山门的小妖,9004,343,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,1,330,20,20,14,20,32,"0,0,0","20,20,20,",0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,monster,3,,,,,20,,0,pic_mon043,,0,,,0,0,Bip01,linghun
潜入山门的小妖,9005,445,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,1,330,20,20,14,20,32,"0,0,0","20,20,20,",0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,monster,3,,,,,20,,0,pic_mon144c,,0,,,0,0,Bip01,linghun
潜入山门的小妖,9006,301,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,1,330,20,20,14,20,32,"0,0,0","20,20,20,",0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,monster,3,,,,,20,,0,pic_mon002,,0,,,0,0,Bip01,linghun
