WORD,int,char[20],BYTE,BYTE,RtString,char[50],struct,char[20],char[20],BYTE,DWORD,BYTE,WORD,struct,BYTE,BYTE,struct,int,int,struct,struct,bool
3282,1547,气吞寰宇,3,0,伤害3%转化为生命,pic_skill_wtc_21,,,,0,3,,,AbsorptionHpR+3,1,1,,1,60000,,,1
3283,1547,气吞寰宇,4,0,伤害4%转化为生命,pic_skill_wtc_21,,,,0,3,,,AbsorptionHpR+4,1,1,,1,60000,,,1
3284,1547,气吞寰宇,5,0,伤害5%转化为生命,pic_skill_wtc_21,,,,0,3,,,AbsorptionHpR+5,1,1,,1,60000,,,1
3285,1548,天佑拂照,1,0,使靠近自己的队友伤害5%无效化,pic_skill_wtc_22,,,,1,16,,200,,1,1,,1,15000,AddEff 3260,,1
3286,1548,天佑拂照,2,0,使靠近自己的队友伤害10%无效化,pic_skill_wtc_22,,,,1,16,,200,,1,1,,1,15000,AddEff 3261,,1
3287,1548,天佑拂照,3,0,使靠近自己的队友伤害15%无效化,pic_skill_wtc_22,,,,1,16,,200,,1,1,,1,15000,AddEff 3262,,1
3288,1548,天佑拂照,4,0,使靠近自己的队友伤害20%无效化,pic_skill_wtc_22,,,,1,16,,200,,1,1,,1,15000,AddEff 3263,,1
3289,1548,天佑拂照,5,0,使靠近自己的队友伤害25%无效化,pic_skill_wtc_22,,,,1,16,,200,,1,1,,1,15000,AddEff 3264,,1
3290,1549,熏檀净灵,1,0,驱散并免疫有害状态,pic_skill_mjq_15,,,,0,14,,,Immuno+2,0,1,,1,5000,,,1
3291,1549,熏檀净灵,2,0,驱散并免疫有害状态,pic_skill_mjq_15,,,,0,14,,,Immuno+2,0,1,,1,7000,,,1
3292,1549,熏檀净灵,3,0,驱散并免疫有害状态,pic_skill_mjq_15,,,,0,14,,,Immuno+2,0,1,,1,10000,,,1
3293,1549,熏檀净灵,4,0,驱散并免疫有害状态,pic_skill_mjq_15,,,,0,14,,,Immuno+2,0,1,,1,12000,,,1
3294,1549,熏檀净灵,5,0,驱散并免疫有害状态,pic_skill_mjq_15,,,,0,14,,,Immuno+2,0,1,,1,15000,,,1
3295,1550,百无禁忌,1,0,增加有害状态抵抗率10%,pic_skill_mjq_16,,skill_buf27,root,0,16,,,StateResist+10,1,1,,1,300000,,,1
3296,1550,百无禁忌,2,0,增加有害状态抵抗率12%,pic_skill_mjq_16,,skill_buf27,root,0,16,,,StateResist+12,1,1,,1,300000,,,1
3297,1550,百无禁忌,3,0,增加有害状态抵抗率15%,pic_skill_mjq_16,,skill_buf27,root,0,16,,,StateResist+15,1,1,,1,300000,,,1
3298,1550,百无禁忌,4,0,增加有害状态抵抗率17%,pic_skill_mjq_16,,skill_buf27,root,0,16,,,StateResist+17,1,1,,1,300000,,,1
3299,1550,百无禁忌,5,0,增加有害状态抵抗率20%,pic_skill_mjq_16,,skill_buf27,root,0,16,,,StateResist+20,1,1,,1,300000,,,1
3300,1551,祖灵诛天怒,1,0,生命上限+20%、生命恢复每2秒1%、物理攻击+20%、攻击速度+10%、会心一击+30%、闪避+5%，,pic_skill_mjq_17,,skill_buf28,root,0,3,,,MaxHPR+0.2;DamageMaxR+0.2;DamageMinR+0.2;SpeedAttackR+0.1;CriticalR+0.3;DodgeR+0.05,1,1,,15,2000,AddCutMaxHP+0.01,,1
3301,1551,祖灵诛天怒,2,0,生命上限+20%、生命恢复每2秒1%、物理攻击+25%、攻击速度+15%、会心一击+30%、闪避+10%，,pic_skill_mjq_17,,skill_buf28,root,0,3,,,MaxHPR+0.2;DamageMaxR+0.25;DamageMinR+0.25;SpeedAttackR+0.15;CriticalR+0.3;DodgeR+0.10,1,1,,15,2000,AddCutMaxHP+0.01,,1
3302,1551,祖灵诛天怒,3,0,生命上限+20%、生命恢复每2秒2%、物理攻击+30%、攻击速度+20%、会心一击+30%、闪避+15%，,pic_skill_mjq_17,,skill_buf28,root,0,3,,,MaxHPR+0.2;DamageMaxR+0.3;DamageMinR+0.3;SpeedAttackR+0.2;CriticalR+0.3;DodgeR+0.15,1,1,,15,2000,AddCutMaxHP+0.02,,1
3303,1551,祖灵诛天怒,4,0,生命上限+20%、生命恢复每2秒2%、物理攻击+35%、攻击速度+25%、会心一击+30%、闪避+20%，,pic_skill_mjq_17,,skill_buf28,root,0,3,,,MaxHPR+0.2;DamageMaxR+0.35;DamageMinR+0.35;SpeedAttackR+0.25;CriticalR+0.3;DodgeR+0.2,1,1,,15,2000,AddCutMaxHP+0.02,,1
3304,1551,祖灵诛天怒,5,0,生命上限+20%、生命恢复每2秒3%、物理攻击+40%、攻击速度+30%、会心一击+30%、闪避+25%，,pic_skill_mjq_17,,skill_buf28,root,0,3,,,MaxHPR+0.2;DamageMaxR+0.4;DamageMinR+0.4;SpeedAttackR+0.3;CriticalR+0.3;DodgeR+0.25,1,1,,15,2000,AddCutMaxHP+0.03,,1
3305,1552,血咒种子,1,0,血咒伤害200潜伏10秒后爆发,pic_skill_mjq_19,,,,0,11,,,,2,1,,1,10000,,AddEff 3355,1
3306,1552,血咒种子,2,0,血咒伤害350潜伏10秒后爆发,pic_skill_mjq_19,,,,0,11,,,,2,1,,1,10000,,AddEff 3356,1
3307,1552,血咒种子,3,0,血咒伤害500潜伏10秒后爆发,pic_skill_mjq_19,,,,0,11,,,,2,1,,1,10000,,AddEff 3357,1
3308,1552,血咒种子,4,0,血咒伤害650潜伏10秒后爆发,pic_skill_mjq_19,,,,0,11,,,,2,1,,1,10000,,AddEff 3358,1
3309,1552,血咒种子,5,0,血咒伤害800潜伏10秒后爆发,pic_skill_mjq_19,,,,0,11,,,,2,1,,1,10000,,AddEff 3359,1
3315,1554,庇佑,1,0,伤害减免10%,pic_skill_mjq_22,,,,0,16,,,FireAb+0.10;WaterAb+0.10;PoisonAb+0.10;PhyAb+0.10,1,1,,1,5000,,,1
3316,1554,庇佑,2,0,伤害减免15%,pic_skill_mjq_22,,,,0,16,,,FireAb+0.15;WaterAb+0.15;PoisonAb+0.15;PhyAb+0.15,1,1,,1,5000,,,1
3317,1554,庇佑,3,0,伤害减免20%,pic_skill_mjq_22,,,,0,16,,,FireAb+0.20;WaterAb+0.20;PoisonAb+0.20;PhyAb+0.20,1,1,,1,5000,,,1
3318,1554,庇佑,4,0,伤害减免25%,pic_skill_mjq_22,,,,0,16,,,FireAb+0.25;WaterAb+0.25;PoisonAb+0.25;PhyAb+0.25,1,1,,1,5000,,,1
3319,1554,庇佑,5,0,伤害减免30%,pic_skill_mjq_22,,,,0,16,,,FireAb+0.30;WaterAb+0.30;PoisonAb+0.30;PhyAb+0.30,1,1,,1,5000,,,1
3320,1555,精魂夺舍,1,0,减少有害状态抵抗率15%,pic_skill_mjz_13,,,,0,11,,,StateResist-15,2,1,,1,60000,,,1
3321,1555,精魂夺舍,2,0,减少有害状态抵抗率17%,pic_skill_mjz_13,,,,0,11,,,StateResist-17,2,1,,1,60000,,,1
3322,1555,精魂夺舍,3,0,减少有害状态抵抗率20%,pic_skill_mjz_13,,,,0,11,,,StateResist-20,2,1,,1,60000,,,1
3323,1555,精魂夺舍,4,0,减少有害状态抵抗率22%,pic_skill_mjz_13,,,,0,11,,,StateResist-22,2,1,,1,60000,,,1
3324,1555,精魂夺舍,5,0,减少有害状态抵抗率25%,pic_skill_mjz_13,,,,0,11,,,StateResist-25,2,1,,1,60000,,,1
3325,1556,紫华吞日,1,0,驱散并免疫有益状态,pic_skill_mjz_14,,,,0,11,,,Immuno+1,0,1,,1,3000,,,1
3326,1556,紫华吞日,2,0,驱散并免疫有益状态,pic_skill_mjz_14,,,,0,11,,,Immuno+1,0,1,,1,5000,,,1
3327,1556,紫华吞日,3,0,驱散并免疫有益状态,pic_skill_mjz_14,,,,0,11,,,Immuno+1,0,1,,1,7000,,,1
3328,1556,紫华吞日,4,0,驱散并免疫有益状态,pic_skill_mjz_14,,,,0,11,,,Immuno+1,0,1,,1,10000,,,1
3329,1556,紫华吞日,5,0,驱散并免疫有益状态,pic_skill_mjz_14,,,,0,11,,,Immuno+1,0,1,,1,15000,,,1
3330,31,残废,1,0,物理攻击和元素攻击-5%、攻击速度-5%、命中率-5%,pic_skill_dbf_23,,,,0,11,,,DamageMaxR-0.05;DamageMinR-0.05;WaterDmR-0.05;FireDmR-0.05;PoisonDmR-0.05;SpeedAttackR-0.05;AttackRateR-0.05,2,1,,1,15000,,,1
3331,31,残废,2,0,物理攻击和元素攻击-10%、攻击速度-10%、命中率-10%,pic_skill_dbf_23,,,,0,11,,,DamageMaxR-0.1;DamageMinR-0.1;WaterDmR-0.1;FireDmR-0.1;PoisonDmR-0.1;SpeedAttackR-0.1;AttackRateR-0.1,2,1,,1,15000,,,1
3332,31,残废,3,0,物理攻击和元素攻击-15%、攻击速度-15%、命中率-15%,pic_skill_dbf_23,,,,0,11,,,DamageMaxR-0.15;DamageMinR-0.15;WaterDmR-0.15;FireDmR-0.15;PoisonDmR-0.15;SpeedAttackR-0.15;AttackRateR-0.15,2,1,,1,15000,,,1
3333,31,残废,4,0,物理攻击和元素攻击-20%、攻击速度-20%、命中率-20%,pic_skill_dbf_23,,,,0,11,,,DamageMaxR-0.2;DamageMinR-0.2;WaterDmR-0.2;FireDmR-0.2;PoisonDmR-0.2;SpeedAttackR-0.2;AttackRateR-0.2,2,1,,1,15000,,,1
3334,31,残废,5,0,物理攻击和元素攻击-25%、攻击速度-25%、命中率-25%,pic_skill_dbf_23,,,,0,11,,,DamageMaxR-0.25;DamageMinR-0.25;WaterDmR-0.25;FireDmR-0.25;PoisonDmR-0.25;SpeedAttackR-0.25;AttackRateR-0.25,2,1,,1,15000,,,1
3335,32,戮魂,1,0,受到技能伤害1.2倍,pic_skill_mjz_18,,,,0,11,,,ReceiveDamageSkillR+1.2,2,1,,1,15000,,,1
3336,32,戮魂,2,0,受到技能伤害1.4倍,pic_skill_mjz_18,,,,0,11,,,ReceiveDamageSkillR+1.4,2,1,,1,15000,,,1
3337,32,戮魂,3,0,受到技能伤害1.6倍,pic_skill_mjz_18,,,,0,11,,,ReceiveDamageSkillR+1.6,2,1,,1,15000,,,1
3338,32,戮魂,4,0,受到技能伤害1.8倍,pic_skill_mjz_18,,,,0,11,,,ReceiveDamageSkillR+1.8,2,1,,1,15000,,,1
3339,32,戮魂,5,0,受到技能伤害2.0倍,pic_skill_mjz_18,,,,0,11,,,ReceiveDamageSkillR+2.0,2,1,,1,15000,,,1
3340,9,减速,1,0,使靠近自己的敌人移动速度-5%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.10,2,1,,1,1000,,,1
3341,9,减速,2,0,使靠近自己的敌人移动速度-10%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.12,2,1,,1,1000,,,1
3342,9,减速,3,0,使靠近自己的敌人移动速度-15%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.15,2,1,,1,1000,,,1
3343,9,减速,4,0,使靠近自己的敌人移动速度-20%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.17,2,1,,1,1000,,,1
3344,9,减速,5,0,使靠近自己的敌人移动速度-25%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.20,2,1,,1,1000,,,1
3345,21,灼烧,1,0,灼烧生命-50/2秒,pic_skill_dbf_01,,skill_debuf8,Bone100,0,11,,,,2,1,,1,1000,DeBufFire+50,,1
3346,21,灼烧,2,0,灼烧生命-100/2秒,pic_skill_dbf_01,,skill_debuf8,Bone100,0,11,,,,2,1,,1,1000,DeBufFire+100,,1
3347,21,灼烧,3,0,灼烧生命-150/2秒,pic_skill_dbf_01,,skill_debuf8,Bone100,0,11,,,,2,1,,1,1000,DeBufFire+150,,1
3348,21,灼烧,4,0,灼烧生命-200/2秒,pic_skill_dbf_01,,skill_debuf8,Bone100,0,11,,,,2,1,,1,1000,DeBufFire+200,,1
3349,21,灼烧,5,0,灼烧生命-250/2秒,pic_skill_dbf_01,,skill_debuf8,Bone100,0,11,,,,2,1,,1,1000,DeBufFire+250,,1
3350,28,弱火,1,0,火防御-10%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.10,2,1,,1,1000,,,1
3351,28,弱火,2,0,火防御-15%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.15,2,1,,1,1000,,,1
3352,28,弱火,3,0,火防御-20%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.20,2,1,,1,1000,,,1
3353,28,弱火,4,0,火防御-25%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.25,2,1,,1,1000,,,1
3354,28,弱火,5,0,火防御-30%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.30,2,1,,1,1000,,,1
3355,1557,血咒伤害,1,0,血咒伤害200,pic_skill_dbf_08,,skill_debuf12,Bone100,0,11,,,,2,1,,1,1000,HP -200 1,,1
3356,1557,血咒伤害,2,0,血咒伤害350,pic_skill_dbf_08,,skill_debuf12,Bone100,0,11,,,,2,1,,1,1000,HP -350 1,,1
3357,1557,血咒伤害,3,0,血咒伤害500,pic_skill_dbf_08,,skill_debuf12,Bone100,0,11,,,,2,1,,1,1000,HP -500 1,,1
3358,1557,血咒伤害,4,0,血咒伤害650,pic_skill_dbf_08,,skill_debuf12,Bone100,0,11,,,,2,1,,1,1000,HP -600 1,,1
3359,1557,血咒伤害,5,0,血咒伤害800,pic_skill_dbf_08,,skill_debuf12,Bone100,0,11,,,,2,1,,1,1000,HP -800 1,,1
3360,16,迟钝,1,0,迟钝移动和攻击速度-5%,pic_skill_dbf_03,,skill_debuf6,root,0,11,,,SpeedMoveR-0.05;SpeedAttackR-0.50,2,0,,1,10000,,,1
3361,16,迟钝,1,0,迟钝移动和攻击速度-10%,pic_skill_dbf_03,,skill_debuf6,root,0,11,,,SpeedMoveR-0.10;SpeedAttackR-0.10,2,0,,1,10000,,,1
3362,16,迟钝,1,0,迟钝移动和攻击速度-15%,pic_skill_dbf_03,,skill_debuf6,root,0,11,,,SpeedMoveR-0.15;SpeedAttackR-0.15,2,0,,1,10000,,,1
3363,16,迟钝,1,0,迟钝移动和攻击速度-20%,pic_skill_dbf_03,,skill_debuf6,root,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,0,,1,10000,,,1
3364,16,迟钝,1,0,迟钝移动和攻击速度-25%,pic_skill_dbf_03,,skill_debuf6,root,0,11,,,SpeedMoveR-0.25;SpeedAttackR-0.25,2,0,,1,10000,,,1
10000,10000,区域减速,1,0,使靠近自己的敌人移动速度-30%,pic_skill_dbf_04,,skill_debuf6,root,0,27,,,SpeedMoveR-0.30,2,1,,1,86400000,,,1
10001,10001,区域减血,1,0,使靠近自己的敌人生命-1%/5秒,pic_skill_mjz_22,,skill_debuf8,Bone100,0,27,,,,2,1,,720,5000,AddCutMaxHP-0.01,,1
10002,10002,天眼术光环,1,0,破除靠近自己范围内的隐身和遁地效果,pic_skill_ty_02,,,,1,27,,500,,0,1,,0,2000,AddEff 10003,,1
10003,10003,天眼术,1,0,破除隐身和遁地,pic_skill_dbf_25,,,,0,,,,,0,1,,1,3000,,,1
10004,10004,保护时间,1,0,在时间内处于PK保护，无法互相PK,pic_nopk,,,,0,3,,,,0,1,,1,1000,,,1
10101,1700,幽鬼附体,1,0,根据融阴等级大幅度提升人物所有能力,pic_skill_pet_3,,skill_buf24,root,0,26,,,,1,1,,0,600000,,,1
