,,,,基本属性,,,,,,,,,条件,,,,,,施放,,,,,,,,,,,,,,,,,飞行,,,,攻击,,,,,,,,,受击,,,,,,,,,,,,,,,,,,,      ,,,,
3615,东皇绝壁,165,2,0,1,10,0,Metier=1;MetierLev>=1;Level>=1,,使自己受到的伤害5%无效化，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">上古太一称妖皇，绝壁神钟佑生灵，九州共御尊为首，百毒阴邪皆不侵。</FONT></P>",pic_skill_wtc_15,92,WeaponEquiped=1;WeaponType&1,Level>=60;Metier=1;NeedSP 2 64;Need 3650;Need 3640;,1,,,0,0,120,1,2000,180000,skill_c8,,shit,,,,,,,,,,,,,3,0,,,0,0,0,,0,,,,,,,AddEff 3260,,,,,,,,,,,,172,,,,,
3616,东皇绝壁,165,2,0,2,10,0,Metier=1;MetierLev>=1;Level>=1,,使自己受到的伤害10%无效化，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">上古太一称妖皇，绝壁神钟佑生灵，九州共御尊为首，百毒阴邪皆不侵。</FONT></P>",pic_skill_wtc_15,98,WeaponEquiped=1;WeaponType&1,Level>=65;Metier=1;NeedSP 2 64;Need 3650;Need 3640;,1,,,0,0,120,1,2000,180000,skill_c8,,shit,,,,,,,,,,,,,3,0,,,0,0,0,,0,,,,,,,AddEff 3261,,,,,,,,,,,,172,,,,,
3617,东皇绝壁,165,2,0,3,10,0,Metier=1;MetierLev>=1;Level>=1,,使自己受到的伤害15%无效化，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">上古太一称妖皇，绝壁神钟佑生灵，九州共御尊为首，百毒阴邪皆不侵。</FONT></P>",pic_skill_wtc_15,105,WeaponEquiped=1;WeaponType&1,Level>=70;Metier=1;NeedSP 2 64;Need 3650;Need 3640;,1,,,0,0,120,1,2000,180000,skill_c8,,shit,,,,,,,,,,,,,3,0,,,0,0,0,,0,,,,,,,AddEff 3262,,,,,,,,,,,,172,,,,,
3618,东皇绝壁,165,2,0,4,10,0,Metier=1;MetierLev>=1;Level>=1,,使自己受到的伤害20%无效化，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">上古太一称妖皇，绝壁神钟佑生灵，九州共御尊为首，百毒阴邪皆不侵。</FONT></P>",pic_skill_wtc_15,112,WeaponEquiped=1;WeaponType&1,Level>=75;Metier=1;NeedSP 2 64;Need 3650;Need 3640;,1,,,0,0,120,1,2000,180000,skill_c8,,shit,,,,,,,,,,,,,3,0,,,0,0,0,,0,,,,,,,AddEff 3263,,,,,,,,,,,,172,,,,,
3619,东皇绝壁,165,2,0,5,10,0,Metier=1;MetierLev>=1;Level>=1,,使自己受到的伤害25%无效化，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">上古太一称妖皇，绝壁神钟佑生灵，九州共御尊为首，百毒阴邪皆不侵。</FONT></P>",pic_skill_wtc_15,118,WeaponEquiped=1;WeaponType&1,Level>=80;Metier=1;NeedSP 2 64;Need 3650;Need 3640;,1,,,0,0,120,1,2000,180000,skill_c8,,shit,,,,,,,,,,,,,3,0,,,0,0,0,,0,,,,,,,AddEff 3264,,,,,,,,,,,,172,,,,,
3620,东皇绝壁,165,2,0,6,10,0,Metier=1;MetierLev>=1;Level>=1,,使自己受到的伤害30%无效化，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">上古太一称妖皇，绝壁神钟佑生灵，九州共御尊为首，百毒阴邪皆不侵。</FONT></P>",pic_skill_wtc_15,125,WeaponEquiped=1;WeaponType&1,Level>=85;Metier=1;NeedSP 2 64;Need 3650;Need 3640;,1,,,0,0,120,1,2000,180000,skill_c8,,shit,,,,,,,,,,,,,3,0,,,0,0,0,,0,,,,,,,AddEff 3265,,,,,,,,,,,,172,,,,,
3621,东皇绝壁,165,2,0,7,10,0,Metier=1;MetierLev>=1;Level>=1,,使自己受到的伤害35%无效化，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">上古太一称妖皇，绝壁神钟佑生灵，九州共御尊为首，百毒阴邪皆不侵。</FONT></P>",pic_skill_wtc_15,138,WeaponEquiped=1;WeaponType&1,Level>=95;Metier=1;NeedSP 2 64;Need 3650;Need 3640;,1,,,0,0,120,1,2000,180000,skill_c8,,shit,,,,,,,,,,,,,3,0,,,0,0,0,,0,,,,,,,AddEff 3266,,,,,,,,,,,,172,,,,,
3622,东皇绝壁,165,2,0,8,10,0,Metier=1;MetierLev>=1;Level>=1,,使自己受到的伤害40%无效化，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">上古太一称妖皇，绝壁神钟佑生灵，九州共御尊为首，百毒阴邪皆不侵。</FONT></P>",pic_skill_wtc_15,152,WeaponEquiped=1;WeaponType&1,Level>=105;Metier=1;NeedSP 2 64;Need 3650;Need 3640;,1,,,0,0,120,1,2000,180000,skill_c8,,shit,,,,,,,,,,,,,3,0,,,0,0,0,,0,,,,,,,AddEff 3267,,,,,,,,,,,,172,,,,,
3623,东皇绝壁,165,2,0,9,10,0,Metier=1;MetierLev>=1;Level>=1,,使自己受到的伤害45%无效化，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">上古太一称妖皇，绝壁神钟佑生灵，九州共御尊为首，百毒阴邪皆不侵。</FONT></P>",pic_skill_wtc_15,158,WeaponEquiped=1;WeaponType&1,Level>=110;Metier=1;NeedSP 2 64;Need 3650;Need 3640;,1,,,0,0,120,1,2000,180000,skill_c8,,shit,,,,,,,,,,,,,3,0,,,0,0,0,,0,,,,,,,AddEff 3268,,,,,,,,,,,,172,,,,,
3624,东皇绝壁,165,2,0,10,10,0,Metier=1;MetierLev>=1;Level>=1,,使自己受到的伤害50%无效化，持续15秒,"<P><FONT color=""#88aadd"">作用目标：自己</FONT></P><P><FONT color=""#88aadd"">上古太一称妖皇，绝壁神钟佑生灵，九州共御尊为首，百毒阴邪皆不侵。</FONT></P>",pic_skill_wtc_15,165,WeaponEquiped=1;WeaponType&1,Level>=115;Metier=1;NeedSP 2 64;Need 3650;Need 3640;,1,,,0,0,120,1,2000,180000,skill_c8,,shit,,,,,,,,,,,,,3,0,,,0,0,0,,0,,,,,,,AddEff 3269,,,,,,,,,,,,172,,,,,
3625,神魂动,166,2,100,1,5,0,Metier=1;MetierLev>=1;Level>=1,,强化惊鬼邪，使之范围+20,"<P><FONT color=""#88aadd"">作用目标：惊鬼邪</FONT></P><P><FONT color=""#88aadd"">将杀戮之气凝聚成凌厉战阵，鬼邪皆惊神魂惧动。</FONT></P>",pic_skill_wtc_16,,,Level>=40;Metier=1;NeedSP 2 34;Need 3555;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,神魂动,166,2,100,2,5,0,Metier=1;MetierLev>=1;Level>=1,,强化惊鬼邪，使之范围+40,"<P><FONT color=""#88aadd"">作用目标：惊鬼邪</FONT></P><P><FONT color=""#88aadd"">将杀戮之气凝聚成凌厉战阵，鬼邪皆惊神魂惧动。</FONT></P>",pic_skill_wtc_16,,,Level>=45;Metier=1;NeedSP 2 34;Need 3555;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,神魂动,166,2,100,3,5,0,Metier=1;MetierLev>=1;Level>=1,,强化惊鬼邪，使之范围+60,"<P><FONT color=""#88aadd"">作用目标：惊鬼邪</FONT></P><P><FONT color=""#88aadd"">将杀戮之气凝聚成凌厉战阵，鬼邪皆惊神魂惧动。</FONT></P>",pic_skill_wtc_16,,,Level>=50;Metier=1;NeedSP 2 34;Need 3555;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,神魂动,166,2,100,4,5,0,Metier=1;MetierLev>=1;Level>=1,,强化惊鬼邪，使之范围+80,"<P><FONT color=""#88aadd"">作用目标：惊鬼邪</FONT></P><P><FONT color=""#88aadd"">将杀戮之气凝聚成凌厉战阵，鬼邪皆惊神魂惧动。</FONT></P>",pic_skill_wtc_16,,,Level>=55;Metier=1;NeedSP 2 34;Need 3555;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3629,神魂动,166,2,100,5,5,0,Metier=1;MetierLev>=1;Level>=1,,强化惊鬼邪，使之范围+100,"<P><FONT color=""#88aadd"">作用目标：惊鬼邪</FONT></P><P><FONT color=""#88aadd"">将杀戮之气凝聚成凌厉战阵，鬼邪皆惊神魂惧动。</FONT></P>",pic_skill_wtc_16,,,Level>=60;Metier=1;NeedSP 2 34;Need 3555;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640,崩龙逆鳞,169,2,100,1,5,0,Metier=1;MetierLev>=1;Level>=1,,强化龙龟甲，使该状态下自己受到的伤害5%反弹给对方，无法与气吞寰宇共用,"<P><FONT color=""#88aadd"">作用目标：龙龟甲</FONT></P><P><FONT color=""#88aadd"">龙腾九霄凝碧万里，山崩海啸荆棘倒刺，逆鳞遮天。</FONT></P>",pic_skill_wtc_19,,,Level>=50;Metier=1;NeedSP 2 44;Need 3575;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3270,,,,,,,,,,,,,,,,,
3641,崩龙逆鳞,169,2,100,2,5,0,Metier=1;MetierLev>=1;Level>=1,,强化龙龟甲，使该状态下自己受到的伤害10%反弹给对方，无法与气吞寰宇共用,"<P><FONT color=""#88aadd"">作用目标：龙龟甲</FONT></P><P><FONT color=""#88aadd"">龙腾九霄凝碧万里，山崩海啸荆棘倒刺，逆鳞遮天。</FONT></P>",pic_skill_wtc_19,,,Level>=55;Metier=1;NeedSP 2 44;Need 3575;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3271,,,,,,,,,,,,,,,,,
3642,崩龙逆鳞,169,2,100,3,5,0,Metier=1;MetierLev>=1;Level>=1,,强化龙龟甲，使该状态下自己受到的伤害15%反弹给对方，无法与气吞寰宇共用,"<P><FONT color=""#88aadd"">作用目标：龙龟甲</FONT></P><P><FONT color=""#88aadd"">龙腾九霄凝碧万里，山崩海啸荆棘倒刺，逆鳞遮天。</FONT></P>",pic_skill_wtc_19,,,Level>=60;Metier=1;NeedSP 2 44;Need 3575;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3272,,,,,,,,,,,,,,,,,
3643,崩龙逆鳞,169,2,100,4,5,0,Metier=1;MetierLev>=1;Level>=1,,强化龙龟甲，使该状态下自己受到的伤害20%反弹给对方，无法与气吞寰宇共用,"<P><FONT color=""#88aadd"">作用目标：龙龟甲</FONT></P><P><FONT color=""#88aadd"">龙腾九霄凝碧万里，山崩海啸荆棘倒刺，逆鳞遮天。</FONT></P>",pic_skill_wtc_19,,,Level>=65;Metier=1;NeedSP 2 44;Need 3575;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3273,,,,,,,,,,,,,,,,,
3644,崩龙逆鳞,169,2,100,5,5,0,Metier=1;MetierLev>=1;Level>=1,,强化龙龟甲，使该状态下自己受到的伤害25%反弹给对方，无法与气吞寰宇共用,"<P><FONT color=""#88aadd"">作用目标：龙龟甲</FONT></P><P><FONT color=""#88aadd"">龙腾九霄凝碧万里，山崩海啸荆棘倒刺，逆鳞遮天。</FONT></P>",pic_skill_wtc_19,,,Level>=70;Metier=1;NeedSP 2 44;Need 3575;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3274,,,,,,,,,,,,,,,,,
3645,幻云冥流,170,2,100,1,5,0,Metier=1;MetierLev>=1;Level>=1,,强化破军震九藜，使之附加30%概率缓速，移动速度-5%，持续10秒,"<P><FONT color=""#88aadd"">作用目标：破军震九藜</FONT></P><P><FONT color=""#88aadd"">爆发真气幻化流云，冥冥之中束敌手足。</FONT></P>",pic_skill_wtc_20,,,Level>=60;Metier=1;NeedSP 2 54;Need 3595;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,AddEff 3275,,,,,,,,,,,,
3646,幻云冥流,170,2,100,2,5,0,Metier=1;MetierLev>=1;Level>=1,,强化破军震九藜，使之附加30%概率缓速，移动速度-10%，持续10秒,"<P><FONT color=""#88aadd"">作用目标：破军震九藜</FONT></P><P><FONT color=""#88aadd"">爆发真气幻化流云，冥冥之中束敌手足。</FONT></P>",pic_skill_wtc_20,,,Level>=65;Metier=1;NeedSP 2 54;Need 3595;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,AddEff 3276,,,,,,,,,,,,
3647,幻云冥流,170,2,100,3,5,0,Metier=1;MetierLev>=1;Level>=1,,强化破军震九藜，使之附加30%概率缓速，移动速度-15%，持续10秒,"<P><FONT color=""#88aadd"">作用目标：破军震九藜</FONT></P><P><FONT color=""#88aadd"">爆发真气幻化流云，冥冥之中束敌手足。</FONT></P>",pic_skill_wtc_20,,,Level>=70;Metier=1;NeedSP 2 54;Need 3595;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,AddEff 3277,,,,,,,,,,,,
3648,幻云冥流,170,2,100,4,5,0,Metier=1;MetierLev>=1;Level>=1,,强化破军震九藜，使之附加30%概率缓速，移动速度-20%，持续10秒,"<P><FONT color=""#88aadd"">作用目标：破军震九藜</FONT></P><P><FONT color=""#88aadd"">爆发真气幻化流云，冥冥之中束敌手足。</FONT></P>",pic_skill_wtc_20,,,Level>=75;Metier=1;NeedSP 2 54;Need 3595;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,AddEff 3278,,,,,,,,,,,,
3649,幻云冥流,170,2,100,5,5,0,Metier=1;MetierLev>=1;Level>=1,,强化破军震九藜，使之附加30%概率缓速，移动速度-25%，持续10秒,"<P><FONT color=""#88aadd"">作用目标：破军震九藜</FONT></P><P><FONT color=""#88aadd"">爆发真气幻化流云，冥冥之中束敌手足。</FONT></P>",pic_skill_wtc_20,,,Level>=80;Metier=1;NeedSP 2 54;Need 3595;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,AddEff 3279,,,,,,,,,,,,
3650,气吞寰宇,171,2,100,1,5,0,Metier=1;MetierLev>=1;Level>=1,,强化巨灵神，使该状态下自己受到的伤害1%转化为生命，无法与崩龙逆鳞共用,"<P><FONT color=""#88aadd"">作用目标：巨灵神</FONT></P><P><FONT color=""#88aadd"">一声笑沧海，二声惊日月，纵横天地间，气吞寰宇内。</FONT></P>",pic_skill_wtc_21,,,Level>=60;Metier=1;NeedSP 2 54;Need 3605;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3280,,,,,,,,,,,,,,,,,
3651,气吞寰宇,171,2,100,2,5,0,Metier=1;MetierLev>=1;Level>=1,,强化巨灵神，使该状态下自己受到的伤害2%转化为生命，无法与崩龙逆鳞共用,"<P><FONT color=""#88aadd"">作用目标：巨灵神</FONT></P><P><FONT color=""#88aadd"">一声笑沧海，二声惊日月，纵横天地间，气吞寰宇内。</FONT></P>",pic_skill_wtc_21,,,Level>=65;Metier=1;NeedSP 2 54;Need 3605;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3281,,,,,,,,,,,,,,,,,
3652,气吞寰宇,171,2,100,3,5,0,Metier=1;MetierLev>=1;Level>=1,,强化巨灵神，使该状态下自己受到的伤害3%转化为生命，无法与崩龙逆鳞共用,"<P><FONT color=""#88aadd"">作用目标：巨灵神</FONT></P><P><FONT color=""#88aadd"">一声笑沧海，二声惊日月，纵横天地间，气吞寰宇内。</FONT></P>",pic_skill_wtc_21,,,Level>=70;Metier=1;NeedSP 2 54;Need 3605;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3282,,,,,,,,,,,,,,,,,
3653,气吞寰宇,171,2,100,4,5,0,Metier=1;MetierLev>=1;Level>=1,,强化巨灵神，使该状态下自己受到的伤害4%转化为生命，无法与崩龙逆鳞共用,"<P><FONT color=""#88aadd"">作用目标：巨灵神</FONT></P><P><FONT color=""#88aadd"">一声笑沧海，二声惊日月，纵横天地间，气吞寰宇内。</FONT></P>",pic_skill_wtc_21,,,Level>=75;Metier=1;NeedSP 2 54;Need 3605;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3283,,,,,,,,,,,,,,,,,
3654,气吞寰宇,171,2,100,5,5,0,Metier=1;MetierLev>=1;Level>=1,,强化巨灵神，使该状态下自己受到的伤害5%转化为生命，无法与崩龙逆鳞共用,"<P><FONT color=""#88aadd"">作用目标：巨灵神</FONT></P><P><FONT color=""#88aadd"">一声笑沧海，二声惊日月，纵横天地间，气吞寰宇内。</FONT></P>",pic_skill_wtc_21,,,Level>=80;Metier=1;NeedSP 2 54;Need 3605;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3284,,,,,,,,,,,,,,,,,
3655,天佑拂照,172,2,100,1,5,0,Metier=1;MetierLev>=1;Level>=1,,强化东皇绝壁，使该状态下自己周围的队友受到的伤害5%无效化,"<P><FONT color=""#88aadd"">作用目标：东皇绝壁</FONT></P><P><FONT color=""#88aadd"">画圈于地自成一界，天道悠悠万法万象，是为天佑。</FONT></P>",pic_skill_wtc_22,,,Level>=70;Metier=1;NeedSP 2 64;Need 3615;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3285,,,,,,,,,,,,,,,,,
3656,天佑拂照,172,2,100,2,5,0,Metier=1;MetierLev>=1;Level>=1,,强化东皇绝壁，使该状态下自己周围的队友受到的伤害10%无效化,"<P><FONT color=""#88aadd"">作用目标：东皇绝壁</FONT></P><P><FONT color=""#88aadd"">画圈于地自成一界，天道悠悠万法万象，是为天佑。</FONT></P>",pic_skill_wtc_22,,,Level>=75;Metier=1;NeedSP 2 64;Need 3615;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3286,,,,,,,,,,,,,,,,,
3657,天佑拂照,172,2,100,3,5,0,Metier=1;MetierLev>=1;Level>=1,,强化东皇绝壁，使该状态下自己周围的队友受到的伤害15%无效化,"<P><FONT color=""#88aadd"">作用目标：东皇绝壁</FONT></P><P><FONT color=""#88aadd"">画圈于地自成一界，天道悠悠万法万象，是为天佑。</FONT></P>",pic_skill_wtc_22,,,Level>=80;Metier=1;NeedSP 2 64;Need 3615;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3287,,,,,,,,,,,,,,,,,
3658,天佑拂照,172,2,100,4,5,0,Metier=1;MetierLev>=1;Level>=1,,强化东皇绝壁，使该状态下自己周围的队友受到的伤害20%无效化,"<P><FONT color=""#88aadd"">作用目标：东皇绝壁</FONT></P><P><FONT color=""#88aadd"">画圈于地自成一界，天道悠悠万法万象，是为天佑。</FONT></P>",pic_skill_wtc_22,,,Level>=85;Metier=1;NeedSP 2 64;Need 3615;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3288,,,,,,,,,,,,,,,,,
3659,天佑拂照,172,2,100,5,5,0,Metier=1;MetierLev>=1;Level>=1,,强化东皇绝壁，使该状态下自己周围的队友受到的伤害25%无效化,"<P><FONT color=""#88aadd"">作用目标：东皇绝壁</FONT></P><P><FONT color=""#88aadd"">画圈于地自成一界，天道悠悠万法万象，是为天佑。</FONT></P>",pic_skill_wtc_22,,,Level>=90;Metier=1;NeedSP 2 64;Need 3615;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AddEff 3289,,,,,,,,,,,,,,,,,
3800,噬灵弹,181,7,0,1,15,0,Metier=4;MetierLev>=0;Level>=1,,水伤害19，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以巫法吞噬九幽魂灵，附着于法珠之上伤敌。</FONT></P>",pic_skill_mjq_01,14,WeaponEquiped=1;WeaponType&256;ChangeBody=0,Level>=1;Metier=4;NeedSP 7 0;,1,,,11,0,200,3,2200,3000,skill_q0,,shit,,,skill_q0,,,,,,0,0,,,11,,,,1,1,0,,,skill_hit16,Bone100,,,WaterDm+58;AttackRate+18,,,,,,,,,,,,,,,,,,,
3801,噬灵弹,181,7,0,2,15,0,Metier=4;MetierLev>=0;Level>=1,,水伤害31，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以巫法吞噬九幽魂灵，附着于法珠之上伤敌。</FONT></P>",pic_skill_mjq_01,28,WeaponEquiped=1;WeaponType&256;ChangeBody=0,Level>=5;Metier=4;NeedSP 7 0;,1,,,11,0,200,3,2200,3000,skill_q0,,shit,,,skill_q0,,,,,,0,0,,,11,,,,1,1,0,,,skill_hit16,Bone100,,,WaterDm+95;AttackRate+28,,,,,,,,,,,,,,,,,,,
3802,噬灵弹,181,7,0,3,15,0,Metier=4;MetierLev>=0;Level>=1,,水伤害50，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以巫法吞噬九幽魂灵，附着于法珠之上伤敌。</FONT></P>",pic_skill_mjq_01,48,WeaponEquiped=1;WeaponType&256;ChangeBody=0,Level>=10;Metier=4;NeedSP 7 0;,1,,,11,0,200,3,2200,3000,skill_q0,,shit,,,skill_q0,,,,,,0,0,,,11,,,,1,1,0,,,skill_hit16,Bone100,,,WaterDm+152;AttackRate+38,,,,,,,,,,,,,,,,,,,
3803,噬灵弹,181,7,0,4,15,0,Metier=4;MetierLev>=0;Level>=1,,水伤害68，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以巫法吞噬九幽魂灵，附着于法珠之上伤敌。</FONT></P>",pic_skill_mjq_01,66,WeaponEquiped=1;WeaponType&256;ChangeBody=0,Level>=15;Metier=4;NeedSP 7 0;,1,,,11,0,200,3,2200,3000,skill_q0,,shit,,,skill_q0,,,,,,0,0,,,11,,,,1,1,0,,,skill_hit16,Bone100,,,WaterDm+204;AttackRate+48,,,,,,,,,,,,,,,,,,,
3804,噬灵弹,181,7,0,5,15,0,Metier=4;MetierLev>=0;Level>=1,,水伤害92，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以巫法吞噬九幽魂灵，附着于法珠之上伤敌。</FONT></P>",pic_skill_mjq_01,84,WeaponEquiped=1;WeaponType&256;ChangeBody=0,Level>=20;Metier=4;NeedSP 7 0;,1,,,11,0,200,3,2200,3000,skill_q0,,shit,,,skill_q0,,,,,,0,0,,,11,,,,1,1,0,,,skill_hit16,Bone100,,,WaterDm+278;AttackRate+58,,,,,,,,,,,,,,,,,,,
3805,噬灵弹,181,7,0,6,15,0,Metier=4;MetierLev>=0;Level>=1,,水伤害112，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以巫法吞噬九幽魂灵，附着于法珠之上伤敌。</FONT></P>",pic_skill_mjq_01,104,WeaponEquiped=1;WeaponType&256;ChangeBody=0,Level>=25;Metier=4;NeedSP 7 0;,1,,,11,0,200,3,2200,3000,skill_q0,,shit,,,skill_q0,,,,,,0,0,,,11,,,,1,1,0,,,skill_hit16,Bone100,,,WaterDm+338;AttackRate+68,,,,,,,,,,,,,,,,,,,
3806,噬灵弹,181,7,0,7,15,0,Metier=4;MetierLev>=0;Level>=1,,水伤害143，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以巫法吞噬九幽魂灵，附着于法珠之上伤敌。</FONT></P>",pic_skill_mjq_01,122,WeaponEquiped=1;WeaponType&256;ChangeBody=0,Level>=30;Metier=4;NeedSP 7 0;,1,,,11,0,200,3,2200,3000,skill_q0,,shit,,,skill_q0,,,,,,0,0,,,11,,,,1,1,0,,,skill_hit16,Bone100,,,WaterDm+429;AttackRate+78,,,,,,,,,,,,,,,,,,,
3807,噬灵弹,181,7,0,8,15,0,Metier=4;MetierLev>=0;Level>=1,,水伤害167，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以巫法吞噬九幽魂灵，附着于法珠之上伤敌。</FONT></P>",pic_skill_mjq_01,140,WeaponEquiped=1;WeaponType&256;ChangeBody=0,Level>=35;Metier=4;NeedSP 7 0;,1,,,11,0,200,3,2200,3000,skill_q0,,shit,,,skill_q0,,,,,,0,0,,,11,,,,1,1,0,,,skill_hit16,Bone100,,,WaterDm+501;AttackRate+88,,,,,,,,,,,,,,,,,,,
3808,噬灵弹,181,7,0,9,15,0,Metier=4;MetierLev>=0;Level>=1,,水伤害216，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以巫法吞噬九幽魂灵，附着于法珠之上伤敌。</FONT></P>",pic_skill_mjq_01,160,WeaponEquiped=1;WeaponType&256;ChangeBody=0,Level>=40;Metier=4;NeedSP 7 0;,1,,,11,0,200,3,2200,3000,skill_q0,,shit,,,skill_q0,,,,,,0,0,,,11,,,,1,1,0,,,skill_hit16,Bone100,,,WaterDm+648;AttackRate+98,,,,,,,,,,,,,,,,,,,
3809,噬灵弹,181,7,0,10,15,0,Metier=4;MetierLev>=0;Level>=1,,水伤害247，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以巫法吞噬九幽魂灵，附着于法珠之上伤敌。</FONT></P>",pic_skill_mjq_01,178,WeaponEquiped=1;WeaponType&256;ChangeBody=0,Level>=45;Metier=4;NeedSP 7 0;,1,,,11,0,200,3,2200,3000,skill_q0,,shit,,,skill_q0,,,,,,0,0,,,11,,,,1,1,0,,,skill_hit16,Bone100,,,WaterDm+742;AttackRate+108,,,,,,,,,,,,,,,,,,,
3810,噬灵弹,181,7,0,11,15,0,Metier=4;MetierLev>=0;Level>=1,,水伤害297，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以巫法吞噬九幽魂灵，附着于法珠之上伤敌。</FONT></P>",pic_skill_mjq_01,197,WeaponEquiped=1;WeaponType&256;ChangeBody=0,Level>=50;Metier=4;NeedSP 7 0;,1,,,11,0,200,3,2200,3000,skill_q0,,shit,,,skill_q0,,,,,,0,0,,,11,,,,1,1,0,,,skill_hit16,Bone100,,,WaterDm+891;AttackRate+118,,,,,,,,,,,,,,,,,,,
3811,噬灵弹,181,7,0,12,15,0,Metier=4;MetierLev>=0;Level>=1,,水伤害334，3次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以巫法吞噬九幽魂灵，附着于法珠之上伤敌。</FONT></P>",pic_skill_mjq_01,216,WeaponEquiped=1;WeaponType&256;ChangeBody=0,Level>=55;Metier=4;NeedSP 7 0;,1,,,11,0,200,3,2200,3000,skill_q0,,shit,,,skill_q0,,,,,,0,0,,,11,,,,1,1,0,,,skill_hit16,Bone100,,,WaterDm+1002;AttackRate+128,,,,,,,,,,,,,,,,,,,
