ID,合成类型,成品,名字,等级,技能等级,材料,材料数量,幸运石,说明,白色几率,绿色几率,蓝色几率,金色几率,失败几率,失败产品,强化概率,需求银币
4642,4,4479,兽灵迷离腰带  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,40
4643,4,4519,兽灵古溯束腰  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,120
4644,4,4559,兽灵碧水青云腰带  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4645,4,4599,兽灵魔音缠腰  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4646,4,4639,兽灵妖丝之触束腰  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4647,4,4679,兽灵返阴归虚腰带  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4648,4,4719,兽灵紫焰袭腰带  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4649,4,4759,兽灵黑暗凤鳞束腰  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4650,4,4799,兽灵暗龙之瞳束腰  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4661,4,4440,兽灵清心鞋  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
4662,4,4480,兽灵迷离鞋  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,60
4663,4,4520,兽灵古溯鞋  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,180
4664,4,4560,兽灵碧水青云鞋  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4665,4,4600,兽灵魔音缠足  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4666,4,4640,兽灵妖丝之触鞋  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4667,4,4680,兽灵返阴归虚鞋  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4668,4,4720,兽灵紫焰袭鞋  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4669,4,4760,兽灵黑暗凤鳞鞋  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4670,4,4800,兽灵暗龙之瞳足衣  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
,,,,,,,,,,,,,,,,,
6001,2,6001,三品续命丹  需要炼丹术：1级,1,1,7101;7701,5;5,,,,,,,,,,40
6002,2,6002,三品续精丹  需要炼丹术：2级,5,2,7101;7701,5;5,,,,,,,,,,40
6003,2,6003,二品续命丹  需要炼丹术：3级,10,3,7102;7702,8;5,,,,,,,,,,160
6004,2,6004,二品续精丹  需要炼丹术：4级,15,4,7102;7702,8;5,,,,,,,,,,160
6005,2,6005,一品续命丹  需要炼丹术：5级,20,5,7103;7703,10;5,,,,,,,,,,640
6006,2,6006,一品续精丹  需要炼丹术：6级,25,6,7103;7703,10;5,,,,,,,,,,640
6007,2,6018,三品参王膏  需要炼丹术：7级,30,7,7104;7704,10;5,,,,,,,,,,100
6008,2,6019,三品雪莲汤  需要炼丹术：8级,35,8,7104;7704,10;5,,,,,,,,,,100
6009,2,6020,二品参王膏  需要炼丹术：9级,40,9,7105;7705,15;5,,,,,,,,,,300
6010,2,6021,二品雪莲汤  需要炼丹术：10级,45,10,7105;7705,15;5,,,,,,,,,,300
6011,2,6022,一品参王膏  需要炼丹术：11级,50,11,7106;7706,20;5,,,,,,,,,,1200
6012,2,6023,一品雪莲汤  需要炼丹术：12级,55,12,7106;7706,20;5,,,,,,,,,,1200
7000,2,5216,白丸  需要炼丹术：1级,1,1,7101;7701,2;1,,,,,,,,,,0
,,,,,,,,,,,,,,,,,
7001,2,6500,回命丹  需要炼丹术：1级,1,1,7131;7701,1;5,,,,,,,,,,0
7002,2,6501,回魔丹  需要炼丹术：1级,1,1,7131;7701,1;5,,,,,,,,,,0
7003,2,6502,玄甲丹  需要炼丹术：2级,10,2,7132;7702,1;5,,,,,,,,,,0
7004,2,6503,灵影丹  需要炼丹术：2级,10,2,7132;7702,1;5,,,,,,,,,,0
7005,2,6504,龙力丹  需要炼丹术：3级,15,3,7133;7703,1;5,,,,,,,,,,0
7006,2,6505,神眼丹  需要炼丹术：3级,15,3,7133;7703,1;5,,,,,,,,,,0
7007,2,6506,火魂丹  需要炼丹术：4级,20,4,7134;7704,1;5,,,,,,,,,,0
7008,2,6507,水魂丹  需要炼丹术：4级,20,4,7134;7704,1;5,,,,,,,,,,0
7009,2,6508,毒魂丹  需要炼丹术：4级,20,4,7134;7704,1;5,,,,,,,,,,0
7010,2,6509,火灵丹  需要炼丹术：5级,25,5,7135;7705,1;5,,,,,,,,,,0
7011,2,6510,水灵丹  需要炼丹术：5级,25,5,7135;7705,1;5,,,,,,,,,,0
7012,2,6511,毒灵丹  需要炼丹术：5级,25,5,7135;7705,1;5,,,,,,,,,,0
7013,2,6512,风神  需要炼丹术：6级,30,6,7136;7706,1;5,,,,,,,,,,0
7014,2,6513,战神  需要炼丹术：6级,30,6,7136;7706,1;5,,,,,,,,,,0
7015,2,6514,金刚  需要炼丹术：7级,35,7,7137;7707,1;5,,,,,,,,,,0
7016,2,6515,暗影  需要炼丹术：7级,35,7,7137;7707,1;5,,,,,,,,,,0
7017,2,6516,癫狂  需要炼丹术：8级,40,8,7138;7708,1;5,,,,,,,,,,0
7018,2,6517,无敌金身  需要炼丹术：8级,40,8,7138;7708,1;5,,,,,,,,,,0
7019,2,6518,固本培元  需要炼丹术：9级,45,9,7139;7709,1;5,,,,,,,,,,0
7020,2,6519,百窍升神  需要炼丹术：9级,45,9,7139;7709,1;5,,,,,,,,,,0
7021,2,6520,天神  需要炼丹术：10级,50,10,7140;7710,1;5,,,,,,,,,,0
7022,2,6521,天魔  需要炼丹术：10级,50,10,7140;7710,1;5,,,,,,,,,,0
,,,,,,,,,,,,,,,,,
8501,3,8501,1级力道修灵符  需要制符术：1级,1,1,7301;7801;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8502,3,8502,1级韧性修灵符  需要制符术：1级,1,1,7301;7801;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8503,3,8503,1级精准修灵符  需要制符术：1级,1,1,7301;7801;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8504,3,8504,1级身法修灵符  需要制符术：1级,1,1,7301;7801;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8505,3,8505,1级慧根修灵符  需要制符术：1级,1,1,7301;7801;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8506,3,8506,2级力道修灵符  需要制符术：2级,5,2,7302;7802;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8507,3,8507,2级韧性修灵符  需要制符术：2级,5,2,7302;7802;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8508,3,8508,2级精准修灵符  需要制符术：2级,5,2,7302;7802;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8509,3,8509,2级身法修灵符  需要制符术：2级,5,2,7302;7802;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8510,3,8510,2级慧根修灵符  需要制符术：2级,5,2,7302;7802;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8511,3,8511,3级力道修灵符  需要制符术：3级,10,3,7303;7803;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8512,3,8512,3级韧性修灵符  需要制符术：3级,10,3,7303;7803;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8513,3,8513,3级精准修灵符  需要制符术：3级,10,3,7303;7803;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8514,3,8514,3级身法修灵符  需要制符术：3级,10,3,7303;7803;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8515,3,8515,3级慧根修灵符  需要制符术：3级,10,3,7303;7803;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8516,3,8516,4级力道修灵符  需要制符术：4级,15,4,7304;7804;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8517,3,8517,4级韧性修灵符  需要制符术：4级,15,4,7304;7804;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8518,3,8518,4级精准修灵符  需要制符术：4级,15,4,7304;7804;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8519,3,8519,4级身法修灵符  需要制符术：4级,15,4,7304;7804;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8520,3,8520,4级慧根修灵符  需要制符术：4级,15,4,7304;7804;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8521,3,8521,5级力道修灵符  需要制符术：5级,20,5,7305;7805;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8522,3,8522,5级韧性修灵符  需要制符术：5级,20,5,7305;7805;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8523,3,8523,5级精准修灵符  需要制符术：5级,20,5,7305;7805;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8524,3,8524,5级身法修灵符  需要制符术：5级,20,5,7305;7805;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8525,3,8525,5级慧根修灵符  需要制符术：5级,20,5,7305;7805;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8526,3,8526,6级力道修灵符  需要制符术：6级,25,6,7306;7806;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8527,3,8527,6级韧性修灵符  需要制符术：6级,25,6,7306;7806;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8528,3,8528,6级精准修灵符  需要制符术：6级,25,6,7306;7806;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8529,3,8529,6级身法修灵符  需要制符术：6级,25,6,7306;7806;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8530,3,8530,6级慧根修灵符  需要制符术：6级,25,6,7306;7806;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8531,3,8531,7级力道修灵符  需要制符术：7级,30,7,7307;7807;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8532,3,8532,7级韧性修灵符  需要制符术：7级,30,7,7307;7807;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8533,3,8533,7级精准修灵符  需要制符术：7级,30,7,7307;7807;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8534,3,8534,7级身法修灵符  需要制符术：7级,30,7,7307;7807;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8535,3,8535,7级慧根修灵符  需要制符术：7级,30,7,7307;7807;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8536,3,8536,8级力道修灵符  需要制符术：8级,35,8,7308;7808;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8537,3,8537,8级韧性修灵符  需要制符术：8级,35,8,7308;7808;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8538,3,8538,8级精准修灵符  需要制符术：8级,35,8,7308;7808;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8539,3,8539,8级身法修灵符  需要制符术：8级,35,8,7308;7808;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8540,3,8540,8级慧根修灵符  需要制符术：8级,35,8,7308;7808;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8541,3,8541,9级力道修灵符  需要制符术：9级,40,9,7309;7809;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8542,3,8542,9级韧性修灵符  需要制符术：9级,40,9,7309;7809;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8543,3,8543,9级精准修灵符  需要制符术：9级,40,9,7309;7809;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8544,3,8544,9级身法修灵符  需要制符术：9级,40,9,7309;7809;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8545,3,8545,9级慧根修灵符  需要制符术：9级,40,9,7309;7809;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8546,3,8546,10级力道修灵符  需要制符术：10级,45,10,7310;7810;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8547,3,8547,10级韧性修灵符  需要制符术：10级,45,10,7310;7810;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8548,3,8548,10级精准修灵符  需要制符术：10级,45,10,7310;7810;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8549,3,8549,10级身法修灵符  需要制符术：10级,45,10,7310;7810;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8550,3,8550,10级慧根修灵符  需要制符术：10级,45,10,7310;7810;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8551,3,8551,11级力道修灵符  需要制符术：11级,50,11,7310;7810;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8552,3,8552,11级韧性修灵符  需要制符术：11级,50,11,7310;7810;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8553,3,8553,11级精准修灵符  需要制符术：11级,50,11,7310;7810;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8554,3,8554,11级身法修灵符  需要制符术：11级,50,11,7310;7810;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8555,3,8555,11级慧根修灵符  需要制符术：11级,50,11,7310;7810;7356,5;5;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
,,,,,,,,,,,,,,,,,
8601,3,8601,修灵符【强壮】  需要制符术：1级,1,1,7301;7801;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8602,3,8602,修灵符【智慧】  需要制符术：1级,1,1,7301;7801;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8603,3,8603,修灵符【玄甲】  需要制符术：2级,5,2,7302;7802;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8604,3,8604,修灵符【灵影】  需要制符术：2级,5,2,7302;7802;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8605,3,8605,修灵符【神眼】  需要制符术：2级,5,2,7302;7802;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8606,3,8606,修灵符【火魂】  需要制符术：3级,10,3,7303;7803;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8607,3,8607,修灵符【水魂】  需要制符术：3级,10,3,7303;7803;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8608,3,8608,修灵符【毒魂】  需要制符术：3级,10,3,7303;7803;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8609,3,8609,修灵符【火灵】  需要制符术：4级,15,4,7304;7804;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8610,3,8610,修灵符【水灵】  需要制符术：4级,15,4,7304;7804;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8611,3,8611,修灵符【毒灵】  需要制符术：4级,15,4,7304;7804;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8612,3,8612,修灵符【迅捷】  需要制符术：5级,20,5,7305;7805;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8613,3,8613,修灵符【要害】  需要制符术：5级,20,5,7305;7805;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8614,3,8614,修灵符【暴力】  需要制符术：5级,20,5,7305;7805;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8615,3,8615,修灵符【吞噬】  需要制符术：6级,25,6,7306;7806;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8616,3,8616,修灵符【化功】  需要制符术：6级,25,6,7306;7806;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8617,3,8617,修灵符【抵抗】  需要制符术：7级,30,7,7307;7807;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8618,3,8618,修灵符【抗挣】  需要制符术：8级,35,8,7308;7808;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8619,3,8619,修灵符【高速】  需要制符术：9级,40,9,7309;7809;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8620,3,8620,修灵符【如意】  需要制符术：10级,45,10,7310;7810;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
8621,3,8621,修灵符【浮影】  需要制符术：11级,50,11,7310;7810;7356,10;10;1,,,1,1,0.1,0.05,0.2,,1;1;1;1;1;1;1;1;1;1;1,0
,,,,,,,,,,,,,,,,,
8701,3,8701,1级火术符  需要制符术：1级,1,1,7301;7351;7801,1;1;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8702,3,8702,1级水术符  需要制符术：1级,1,1,7301;7352;7801,1;1;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8703,3,8703,1级毒术符  需要制符术：1级,1,1,7301;7353;7801,1;1;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8704,3,8704,1级强攻符  需要制符术：1级,1,1,7301;7354;7801,1;1;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8705,3,8705,1级医仙符  需要制符术：1级,1,1,7301;7355;7801,1;1;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8706,3,8706,2级火术符  需要制符术：2级,5,2,7302;7351;7802,1;2;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8707,3,8707,2级水术符  需要制符术：2级,5,2,7302;7352;7802,1;2;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8708,3,8708,2级毒术符  需要制符术：2级,5,2,7302;7353;7802,1;2;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8709,3,8709,2级强攻符  需要制符术：2级,5,2,7302;7354;7802,1;2;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8710,3,8710,2级医仙符  需要制符术：2级,5,2,7302;7355;7802,1;2;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8711,3,8711,3级火术符  需要制符术：3级,10,3,7303;7351;7803,1;3;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8712,3,8712,3级水术符  需要制符术：3级,10,3,7303;7352;7803,1;3;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8713,3,8713,3级毒术符  需要制符术：3级,10,3,7303;7353;7803,1;3;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8714,3,8714,3级强攻符  需要制符术：3级,10,3,7303;7354;7803,1;3;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8715,3,8715,3级医仙符  需要制符术：3级,10,3,7303;7355;7803,1;3;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8716,3,8716,4级火术符  需要制符术：4级,15,4,7304;7351;7804,1;4;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8717,3,8717,4级水术符  需要制符术：4级,15,4,7304;7352;7804,1;4;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8718,3,8718,4级毒术符  需要制符术：4级,15,4,7304;7353;7804,1;4;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8719,3,8719,4级强攻符  需要制符术：4级,15,4,7304;7354;7804,1;4;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8720,3,8720,4级医仙符  需要制符术：4级,15,4,7304;7355;7804,1;4;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8721,3,8721,5级火术符  需要制符术：5级,20,5,7305;7351;7805,1;5;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8722,3,8722,5级水术符  需要制符术：5级,20,5,7305;7352;7805,1;5;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8723,3,8723,5级毒术符  需要制符术：5级,20,5,7305;7353;7805,1;5;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8724,3,8724,5级强攻符  需要制符术：5级,20,5,7305;7354;7805,1;5;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8725,3,8725,5级医仙符  需要制符术：5级,20,5,7305;7355;7805,1;5;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8726,3,8726,6级火术符  需要制符术：6级,25,6,7306;7351;7806,1;6;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8727,3,8727,6级水术符  需要制符术：6级,25,6,7306;7352;7806,1;6;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8728,3,8728,6级毒术符  需要制符术：6级,25,6,7306;7353;7806,1;6;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8729,3,8729,6级强攻符  需要制符术：6级,25,6,7306;7354;7806,1;6;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8730,3,8730,6级医仙符  需要制符术：6级,25,6,7306;7355;7806,1;6;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8731,3,8731,7级火术符  需要制符术：7级,30,7,7307;7351;7807,1;7;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
8732,3,8732,7级水术符  需要制符术：7级,30,7,7307;7352;7807,1;7;1,,,1,1,0.1,0.05,0.5,,1;1;1;1;1;1;1;1;1;1;1,0
